Council Member,Questionnaire Submission,Email Address submitted on Questionnaire,FY24 SC CODE,Older Adult Center / Program Name,Program Address,Borough,Zip Code,New Council District,City Council District ,Community District,Contact Person,Phone,Email Address sent by DFTA (Red Highlights flags error with original email),DFTA ID ,SITE TYPE,Program Type,email,director,JR,City Council District .1,Council Member.1,lat,lon
Velazquez,NO,,FY24 SC 126,JASA Sue Ginsburg ,975 Waring Avenue,Bronx,10469,13,13,Bronx CD11,Victor Morell,718 881-1758,vmorell@jasa.org,C8303,Affiliated,OAC,,,,13,Velazquez,40.86121361,-73.85973763
Velazquez,YES,bmookram@jasa.org,FY24 SC 347,JASA Throggs Neck Older Adult Center,2705 Schley Avenue,Bronx,10465,13,13,Bronx CD10   ,Bethanie Mookram, ,bmookram@jasa.org,C8309,Main Site,OAC,bmookram@jasa.org,Bethanie Mookram,,13,Velazquez,40.82166186,-73.82706146
Velazquez,YES,2968seniiors@gmail.com,FY24 SC 127,Northeast Bronx ,2968 Bruckner Boulevard,Bronx,10465,13,13,Bronx CD10   ,Silvia Ponce,718-892-6090,2968seniors@gmail.com,C5201,Main Site,OAC,2968seniiors@gmail.com,Silvia Ponce,,13,Velazquez,40.83388839,-73.82626358
Velazquez,YES,annette@bronxhouse.org,FY24 SC 128,PELHAM PARKWAY HOUSES NORC,2435 WILLIAMSBRIDGE RD,Bronx,10469,13,13,211,Annette DuBose,718-652-6363,annette@bronxhouse.org,N50,DFTA-Funded- NYCHA,NORC,annette@bronxhouse.org,Annette DuBose,FY24 SC 128,13,Velazquez,40.86208393,-73.8576968
Velazquez,NO,,FY24 SC 129,PSS City Island,116 City Island Avenue,Bronx,10464,13,13,Bronx CD10,Susan Rosendahl-Masella,718 885-0727,pattis@pssusa.org,W1910,Main Site,OAC,,,,13,Velazquez,40.84109632,-73.78418735
Velazquez,YES,iris.bonhomme@raininc.org,FY24 SC 130,RAIN Boston Road OAC,2424 Boston Road,Bronx,10467,13,13,Bronx CD11,Iris Bonhomme,718-547-8827 Ext 331,iris.bonhomme@raininc.org,C5802,Main Site,OAC,iris.bonhomme@raininc.org,Iris Bonhomme,,13,Velazquez,40.86173229,-73.86661632
Velazquez,YES,rosalind.torres@raininc.org,FY24 SC 123,RAIN Middletown OAC,3035 Middletown Road,Bronx,10461,13,13,Bronx CD10   ,Rosalind Torres,718-822-0486,rosalind.torres@raininc.org,C5807,Main Site,OAC,rosalind.torres@raininc.org,Rosalind Torres,,13,Velazquez,40.84435504,-73.828806
Vernikov,YES,ABella@Jasa.Org,FY24 SC 358,JASA Senior Alliance Older Adult Center,161 Corbin Place,Brooklyn,11235,48,48,Brooklyn CD15 ,Anna Bella,718-646-4100,ABella@Jasa.Org,C8307,Main Site,OAC,ABella@Jasa.Org,Anna Bella,,48,Vernikov,40.57802536,-73.95412691
Vernikov,YES,egottlieb@jasa.org,FY24 SC 359,JASA TRUMPS UNITED NORC,458 NEPTUNE AVENUE,Brooklyn,11224,48,48,313,Evelyn Gottlieb,718-372-8815,egottlieb@jasa.org,N68-05,DFTA-Funded,NORC,egottlieb@jasa.org,Evelyn Gottlieb,,48,Vernikov,40.579782,-73.97086552
Vernikov,YES,r.lutsker@yahoo.com,FY24 SC 354,JCCGCI Jay-Harama Older Adult Center,2600 Ocean Avenue,Brooklyn,11229,48,48,Brooklyn CD15 ,Rachael Lutsker,718-891-1110,r.lutsker@jccgci.org,C4703,Main Site,OAC,r.lutsker@yahoo.com,Rachel Lutsker,,48,Vernikov,40.59815726,-73.9511855
Vernikov,YES,foxs@shorefronty.org,FY24 SC 361,SHOREFRONT YM-YW OF BRIGHTON (Bright on the Ocean NNORC),3300 CONEY ISLAND AVE,Brooklyn,11235,48,48,313,Anneta Rozenberg,347-689-1817,rozenberga@shorefronty.org ,2N8,Discretionary,NORC,foxs@shorefronty.org,Susan Fox,FY24 SC 361,48,Vernikov,40.57556527,-73.9594598
Vernikov,YES,yissofmidwood@gmail.com,FY24 SC 229,Young Israel Programs Midwood,1694 Ocean Avenue,Brooklyn,11230,44,48,Brooklyn CD14   ,Galina Terushkin,718 253-7800,yissofmidwood@gmail.com,C9402,Main Site,OAC,yissofmidwood@gmail.com,Galina Terushkin,,48,Vernikov,40.62044671,-73.95540534
Williams,YES,Aking@allencnp.org,FY24 SC 213,Allen AME Community Senior Citizens Center,166-01 Linden Boulevard,Queens,11434,28,27,Queens CD12,Angela King, 718-658-0980,aking@allencnp.org,C0204,Main Site,OAC,Aking@allencnp.org,Angella King,,27,Williams,40.69005357,-73.78314732
Williams,YES,cellington@allencnp.org,FY24 SC 214,Allen AME Theodora Jackson Center,92-47 165th Street,Queens,11433,27,27,Queens CD12,Cynthia Ellington,929-357-9552,cellington@allencnp.org,C0201,Main Site,OAC,cellington@allencnp.org,Cynthia Ellington,,27,Williams,40.70439311,-73.79405783
Williams,YES,dhorton@allencnp.org,FY24 SC 113,Allen International Towers Affiliate,90-20 170th Street,Queens,11432,27,27,Queens CD12,Dion Horton,718-657-5075,dhorton@allencnp.org,C0202,Affiliated,OAC,dhorton@allencnp.org,Dion Horton,,27,Williams,40.70857809,-73.79057864
Williams,YES,director.seniorcenter@zzlalphas.org,FY24 SC 215,Alpha Phi Alpha Senior Citizens Center Inc,220-01 Linden Boulevard,Queens,11411,27,27,Queens CD13,Melissa Marcus,718-528-8238 x102,director.seniorcenter@zzlalphas.org,C0301,Main Site,OAC,director.seniorcenter@zzlalphas.org,Melissa Y. Marcus,,27,Williams,40.69510516,-73.74000434
Williams,YES,Verna.AdemuJohn@ccbq.org,FY24 SC 262,CCNS Best Life OAC,118-35 Farmers Boulevard,Queens,11412,27,27,Queens CD12,Samira Alieva,718-722-6095,samira.alieva@ccbq.org,C1712,Main Site,OAC,Verna.AdemuJohn@ccbq.org,Verna DuBerry AdemuJohn,,27,Williams,40.68939164,-73.76208747
Williams,YES,clelia.ramos@ccbq.org,FY24 SC 283,CCNS Hillcrest OAC,91-34 182nd Place,Queens,11423,23,27,Queens CD12,Clelia Ramos,718 279-7171,Clelia.ramos@ccbq.org,C1707,Main Site,OAC,clelia.ramos@ccbq.org,Debbie Hofer,,27,Williams,40.70963405,-73.77843061
Won,YES,shamde@hanac.org,FY24 SC 186,HANAC Ravenswood Older Adult Center,34-35A 12th Street,Queens,11106,,26,Queens CD1,Shahenaz Hamde,718-786-1550,shamde@hanac.org,C3903,Main Site,OAC,shamde@hanac.org,Shahenaz Hamde ,,26,Won,,
Won,YES,gwilson@riissettlement.org,FY24 SC 207,Queensbridge Center,10-25 41st Avenue,Queens,11101,26,26,Queens CD1,Gwendolyn Wilson,718-784-7447X132,gwilson@riissettlement.org,C4601,Main Site,OAC,gwilson@riissettlement.org,Gwendolyn Wilson,,26,Won,40.75548781,-73.94532756
Won,YES,ewalden@riissettlement.org,FY24 SC 208,QUEENSBRIDGE NNORC,10-25 41st AVENUE,Queens ,11101,26,26,401,Edna Walden,718-784-7447 Ext. 154,ewalden@riissettlement.org,4N4,Discretionary-NYCHA,NORC,ewalden@riissettlement.org,Edna Walden,FY24 SC 208,26,Won,40.75548781,-73.94532756
Won,NO,,FY24 SC 209,Riseboro Hunters Point,52-3 Center Boulevard,Queens,11101,26,26,Queens CD2,Sandra Christian,718-821-0254,msuttles@riseboro.org,W2011,Main Site,OAC,,,,26,Won,40.74216535,-73.96003326
Won,YES,tziongas@selfhelp.net,FY24 SC 210,SELFHELP BIG SIX NORC,61-10 QUEENS BLVD.,Queens ,11377,26,26,402,Theodora Ziongas ,718-565-6569,tziongas@selfhelp.net,N62-02,DFTA-Funded,NORC,tziongas@selfhelp.net,"Theodora Ziongas, M.A.",,26,Won,40.74134663,-73.90322574
Won,YES,kserrano@scsny.org,FY24 SC 211,Sunnyside Community Services OAC,43-39 39th Street,Queens,11104,26,26,Queens CD2,Kerly Serrano,"929-335-7915 |
718-784-6173, ext. 415",Kserrano@scsny.org,C7901,Main Site,OAC,kserrano@scsny.org,Kerly Serrano,,26,Won,40.74509907,-73.92592746
Won,YES,tonya.chestnut@samaritanvillage.org ,FY24 SC 212,Woodside Older Adult Center,50-37 Newton Road,Queens,11377,,26,Queens CD1,Tonya  Chestnut,718-932-6916 ext 1722,tonya.chestnut@samaritanvillage.org,C6401,Main Site,OAC,tonya.chestnut@samaritanvillage.org ,Tonya Chestnut,,26,Won,40.7362872,-73.94309888
Yeger,NO,,FY24 SC 293,Agudath Israel of America Boro Park Senior Citizens Center,5602 11th Avenue,Brooklyn,11219,44,44,Brooklyn CD12 ,Miri Singer,718-854-7430,director@bpscc.org,C0103,Main Site,OAC,,,,44,Yeger,40.63367976,-74.00070256
Yeger,YES,drjoanpastore@gmail.com,FY24 SC 323,AMICO 59th St Senior Citizen Ctr,5901 13th Avenue,Brooklyn,11219,44,44,Brooklyn CD12 ,Joan Pastore,718-972-1558,pastarj@aol.com,C0401,Main Site,OAC,drjoanpastore@gmail.com,Joan Pastore,,44,Yeger,40.629332,-73.99802215
Yeger,YES,Changyu1314@gmail.com,FY24 SC 324,BCA Dyker Heights Older Adult Center,7201 8th Avenue,Brooklyn,11228,38,44,Brooklyn CD10,Chang Yu,718 622-3333,changyu1314@gmail.com,C1202,Main Site,OAC,Changyu1314@gmail.com,Chang Yu,,44,Yeger,40.6285897,-74.01671963
Yeger,NO,,FY24 SC 325,Bensonhurst Senior Center,7802 Bay Parkway,Brooklyn,11214,43,44,Brooklyn CD11,Rachel Libus,718 331-6800,rachel@jchb.org,C3201,Main Site,OAC,,,,44,Yeger,40.60636857,-73.98923543
Yeger,YES,jliffbpy@aol.com,FY24 SC 326,Boro Park Y OAC,4912 14th Avenue,Brooklyn,11219,44,44,Brooklyn CD12 ,Judy Liff,718-435-3804,jliffbpy@aol.com,C9601,Main Site,OAC,jliffbpy@aol.com,Judy Liff,FY24 SC 326,44,Yeger,40.63356954,-73.9900597
Yeger,YES,r.d.riola@verizon.net,FY24 SC 327,Council Ctr for Senior Citizens,1001 Quentin road,Brooklyn,11223,44,44,Brooklyn CD15 ,Rosemarie Riola,718-627-7680,r.d.riola@verizon.net,C1301,Main Site,OAC,r.d.riola@verizon.net,ROSEMARIE RIOLA,,44,Yeger,40.60775468,-73.96282204
Yeger,NO,,FY24 SC 328,Council of Peoples Organization: Satellite,1814 Coney Island Avenue,Brooklyn,11230,44,44, ,Hasa Raza            ,718-434-3266 x 1013,hraza@copo.org,C2702,Affiliated,OAC,,,,44,Yeger,40.61336785,-73.96302421
Yeger,NO,,FY24 SC 329,GOOD NEIGHBORS NNORC,7802 BAY PARKWAY,Brooklyn,11214,43,44,311,Inna Lukyanenko or Michael Rockman,718-943-6380 or 718-331-6800 ext. 174,innaluk@jchb.org; mrockman@jchb.org,2AS,Discretionary,NORC,,,,44,Yeger,40.60636857,-73.98923543
Yeger,NO,,FY24 SC 355,JCCGCI Marien-Heim Older Adult Center,870 Ocean Parkway,Brooklyn,11230,40,44,Brooklyn CD12 ,Larisa Pardilova,718-438-7771,lpardilova@gmail.com,C4705,Main Site,OAC,,,,44,Yeger,40.62721763,-73.97105736
Yeger,NO,,FY24 SC 331,SBH Older Adult Center - Senior Pavilion,1963 McDonald Avenue,Brooklyn,11223,44,44,Brooklyn CD11,Katerine Beliliovskoya ,718-787-1100,katerina@sbhonline.org,C6601,Main Site,OAC,,,,44,Yeger,40.60483139,-73.9722627
Yeger,NO,,FY24 SC 332,SEPHARDIC BIKUR HOLIM COMMUNITY SERVICE NETWORK NNORC,425 KINGS HIGHWAY,Brooklyn,11223,44,44,311,Victoria Sutton,718-787-1100,vsutton@sbhonline.org,2N7,Discretionary,NORC,,,,44,Yeger,40.60443113,-73.9743084
Yeger,NO,,FY24 SC 333,Sephardic MSSCC House of Jacob Senior Center,6222 23rd Avenue,Brooklyn,11204,43,44,Brooklyn CD11,Ana Pirs,718-259-0100,houseofjacobsc@gmail.com,C6802,Main Site,OAC,,,,44,Yeger,40.61404958,-73.97759675
Yeger,YES,SEPHARDICSC@AOL.COM,FY24 SC 334,Sephardic Multi Services Senior Citizens Center Inc,485 Kings Highway,Brooklyn,11223,44,44,Brooklyn CD15 ,Maria Nigido,718-336-1300,sephardicsc@aol.com,C6801,Main Site,OAC,SEPHARDICSC@AOL.COM,MARIA NIGIDO,,44,Yeger,40.60425758,-73.97165432
