Council Member,Questionnaire Submission,Email Address submitted on Questionnaire,FY24 SC CODE,Older Adult Center / Program Name,Program Address,Borough,Zip Code,New Council District,City Council District ,Community District,Contact Person,Phone,Email Address sent by DFTA (Red Highlights flags error with original email),DFTA ID ,SITE TYPE,Program Type,email,director,JR,City Council District .1,Council Member.1,geoclient,lat,lon
Restler,YES,mpena@raices.us,FY24 SC 286,Times Plaza Center OAC ,460 Atlantic Avenue ,Brooklyn,11217,,33,Brooklyn CD2   ,Meris Pena,718-694-0895,mpena@raices.us,C7205,Main Site,OAC,mpena@raices.us,Meris Pena,,33,Restler,"460%20Atlantic%20Avenue%20,%20Brooklyn,%2011217",40.68629596028968,-73.98322262738726
Restler,YES,bramirez@raices.us,FY24 SC 182,Wyckoff Gardens NSC,280 Wyckoff Street,Brooklyn,11217,,33,Brooklyn CD6   ,Blanca Morocho Ramirez,718 237-1802,bramirez@raices.us,C7202,Main Site,OAC,bramirez@raices.us,Blanca Morocho-Ramirez,,33,Restler,"280%20Wyckoff%20Street,%20Brooklyn,%2011217",40.68336464667742,-73.98394086981342
Riley,YES,amoncrieffe@jasa.org,FY24 SC 115,JASA Bartow (Coop City NSC),2049 Bartow Avenue,Bronx,10475,,12,Bronx CD10,Ann Moncrieffe,718 320-2066,amoncrieffe@jasa.org,W2201,Main Site,OAC,amoncrieffe@jasa.org,Ann Moncrieffe,,12,Riley,"2049%20Bartow%20Avenue,%20Bronx,%2010475",40.86942002250893,-73.82902710337409
Riley,YES,mparchment@jasa.org,FY24 SC 116,JASA Bay Eden Older Adult Center,1220 East 229th Street,Bronx,10466,,12,Bronx CD12,Michelle Parchment,718-882-3815,mparchment@jasa.org,C8302,Main Site,OAC,mparchment@jasa.org,Michelle Parchment,,12,Riley,"1220%20East%20229th%20Street,%20Bronx,%2010466",40.88401038230584,-73.8422040537823
Riley,YES,mfabian@jasa.org,FY24 SC 117,JASA CO OP CITY NORC,2049 BARTOW AVENUE,Bronx,10475,,12,210,Merianne Fabian,718-320-2066,mfabian@jasa.org,N68-01,DFTA-Funded,NORC,mfabian@jasa.org,Merianne Fabian,,12,Riley,"2049%20BARTOW%20AVENUE,%20Bronx,%2010475",40.86942002250893,-73.82902710337409
Riley,YES,ykouamenan@jasa.org,FY24 SC 118,JASA Dreiser,177 Dreiser Loop,Bronx,10475,,12,Bronx CD10,Yvette Kouamenan,718-320-1345,ykouamenan@jasa.org,W2202,Main Site,OAC,ykouamenan@jasa.org,Yvette Kouamenan,,12,Riley,"177%20Dreiser%20Loop,%20Bronx,%2010475",40.8770868387248,-73.82961850334617
Riley,YES,mhammett@jasa.org,FY24 SC 119,JASA Einstein ,135 Einstein Loop,Bronx,10475,,12,Bronx CD10,Michelle Hammett,718-671-5161,mhammett@jasa.org,W2203,Main Site,OAC,mhammett@jasa.org,Michelle Hammett,,12,Riley,"135%20Einstein%20Loop,%20Bronx,%2010475",40.864263116631555,-73.82202293380952
Riley,YES,Sylvia.johnson@raininc.org,FY24 SC 120,RAIN Boston East OAC,3450 Boston Road,Bronx,10469,,12,Bronx CD12,Sylvia Johnson,"718-654-9200, Ext: 380",sylvia.johnson@raininc.org,C5801,Main Site,OAC,Sylvia.johnson@raininc.org,Sylvia Johnson ,,12,Riley,"3450%20Boston%20Road,%20Bronx,%2010469",40.87631454395223,-73.84856120265391
Riley,YES,denise.abney@raininc.org,FY24 SC 121,RAIN Boston Secor OAC,3540 Bivona Street,Bronx,10475,,12,Bronx CD12,Denise Abney,718-671-8550 Ext: 343,denise.abney@raininc.org,C5803,Main Site,OAC,denise.abney@raininc.org,Denise Abney,,12,Riley,"3540%20Bivona%20Street,%20Bronx,%2010475",40.883026138822416,-73.83322690199459
Riley,YES,sophia.reid@raininc.org,FY24 SC 122,RAIN Eastchester Latin Soul Café OAC,1246 Burke Avenue,Bronx,10469,,12,Bronx CD11,Sophia Reid,718-882-8513,sophia.reid@raininc.org,C5804,Main Site,OAC,sophia.reid@raininc.org,Sophia Reid,,12,Riley,"1246%20Burke%20Avenue,%20Bronx,%2010469",40.87114402506021,-73.85104614407865
Riley,YES,evelyn.cintron@raininc.org,FY24 SC 103,RAIN Gunhill OAC,3377 White Plains Road,Bronx,10462,,12,Bronx CD12,Evelyn Cintron,"718-881-5589, Ext: 290",evelyn.cintron@raininc.org,C5805,Main Site,OAC,evelyn.cintron@raininc.org,Evelyn Cintron,,12,Riley,"3377%20White%20Plains%20Road,%20Bronx,%2010462",40.87487166904558,-73.86706003035614
Rivera,NO,,FY24 SC 019,BEST NORC (Baruch Houses Addition),72 COLUMBIA STREET,Manhattan,10002,,2,103,Keh Yueh Chen (Carrie),646-439-3187,kchen@grandsettlement.org,3CP,Discretionary-NYCHA,NORC,,,,2,Rivera,"72%20COLUMBIA%20STREET,%20Manhattan,%2010002",40.71700667585022,-73.98026767367328
Rivera,NO,,FY24 SC 020,COOPER SQUARE NNORC,61 EAST 4TH. STREET,Manhattan,10003,,2,103,Carmen Perez,(212)228-8210,carmenp@coopersquare.org,3P8,Discretionary,NORC,,,,2,Rivera,"61%20EAST%204TH.%20STREET,%20Manhattan,%2010003",40.72675463125942,-73.99073491300408
Rivera,YES,szhang@edalliance.org,FY24 SC 021,Educational Alliance Sirovich Older Adult Center ,331 East 12th Street,Manhattan,10002,,2,Manhattan CD3,ShaoMei Zhang,646-395-4529,SZhang@edalliance.org,C8101,Main Site,OAC,szhang@edalliance.org,Shao Mei Zhang,,2,Rivera,"331%20East%2012th%20Street,%20Manhattan,%2010002",40.730657075194856,-73.9850407708803
Rivera,NO,,FY24 SC 022,Good Companions,334 Madison Street,Manhattan,10002,,2,Manhattan CD3,Jasmine Cortado,212-349-2770 ext. 1205,Jcorchado@henrystreet.org  ,C4102,Main Site,OAC,,,,2,Rivera,"334%20Madison%20Street,%20Manhattan,%2010002",40.71326603738367,-73.98323748185723
Rivera,YES,idelanuez@grandsettlement.org,FY24 SC 023,Grand St Settlement Grand Coalition of Older Adults OAC,80 Pitt Street,Manhattan,10002,,2,Manhattan CD3,Ines De La Nuez,646-201-4251,idelanuez@grandsettlement.org,C3701,Main Site,OAC,idelanuez@grandsettlement.org,Ines De La Nuez,,2,Rivera,"80%20Pitt%20Street,%20Manhattan,%2010002",40.71832725875099,-73.98244978619704
Rivera,NO,,FY24 SC 024,HENRY STREET VLADECK CARES NORC,351 MADISON STREET,Manhattan,10002,,2,103,Betsy Smith,212-477-0455,bsmith@henrystreet.org,N55,DFTA-Funded- NYCHA,NORC,,,,2,Rivera,"351%20MADISON%20STREET,%20Manhattan,%2010002",40.71334007724886,-73.98277213780807
Rivera,YES,ecastro@ujces.org,FY24 SC 025,MASARYK TOWERS NORC ,75 Columbia St. ,Manhattan,10002,,2,103,Elaine Castro,212-301-8995 ext. 190,ecastro@ujces.org,N71,DFTA-Funded,NORC,ecastro@ujces.org,Elaine Castro,,2,Rivera,"75%20Columbia%20St.%20,%20Manhattan,%2010002",40.717566558328585,-73.97998613050937
Rivera,NO,,FY24 SC 026,Meltzer Social Club,94 East 1st Street,Manhattan,10009,,2,Manhattan CD3,Rosemarie Salazar ,212-253-5624,rsalazar@universitysettlement.org,C8702,Affiliated,OAC,,,,2,Rivera,"94%20East%201st%20Street,%20Manhattan,%2010009",40.722826567039306,-73.98740195603519
Rivera,YES,alondra.denis@phippsny.org,FY24 SC 027,PHIPPS PLAZA WEST NORC,520 2ND AVENUE,Manhattan,10016,,2,106,Alondra Perez,212 683-6583,Alondra.Perez@phippsny.org; Rosemary Ordonez-Jenkins rordonez@phippsny.org,N37,Discretionary,NORC,alondra.denis@phippsny.org,Alondra Denis ,,2,Rivera,"520%202ND%20AVENUE,%20Manhattan,%2010016",40.74154716856972,-73.97822509821964
Rivera,YES,jp2@polishslaviccenter.org,FY24 SC 028,Polish Slavic Ctr JP II Older Adult Center,103 East 7th Street,Manhattan,10009,,2,Manhattan CD3,Jakub Polaczyk,212-673-7704,jp2@polishslaviccenter.org,C5503,Main Site,OAC,jp2@polishslaviccenter.org,Jakub Polaczyk,,2,Rivera,"103%20East%207th%20Street,%20Manhattan,%2010009",40.726682665443306,-73.98501640776578
Rivera,NO,,FY24 SC 029,"Stein Senior Center, Inc",204 East 23rd Street,Manhattan,10010,,2,Manhattan CD6 ,Roberto Santos,646-395-8083 ext. 101,Rsantos@steinseniorcenter.org,C7801,Main Site,OAC,,,,2,Rivera,"204%20East%2023rd%20Street,%20Manhattan,%2010010",40.7386549677339,-73.98275476663864
Rivera,YES,avilar@ujces.org,FY24 SC 030,UJCES Lillian Wald OAC Center,12 Avenue D,Manhattan,10009,,2,Manhattan CD3,Alejandro Villar,212-260-2731,avilar@ujces.org,C8501,Main Site,OAC,avilar@ujces.org,Alejandro Vilar,,2,Rivera,"12%20Avenue%20D,%20Manhattan,%2010009",40.720461987202654,-73.97836907442655
Salamanca,YES,Agomez@eastsidehouse.org,FY24 SC 150,East Side House Melrose  Older Adult Center,372 East 152 Street,Bronx,10455,,17,Bronx CD1,Alicia Gomez,718-665-2280,agomez@eastsidehouse.org,C3102,Main Site,OAC,Agomez@eastsidehouse.org,Alicia Gomez ,,17,Salamanca,"372%20East%20152%20Street,%20Bronx,%2010455",40.818515333126335,-73.91792992673089
Salamanca,YES,Cfrancis@nshopp.org,FY24 SC 151,NEIGHBORHOOD SHOPP NORC -LAFAYETTE ESTATES,953 SOUTHERN BLVD                    ,Bronx,10459,,17,202,Chrispin Francis,718-542-0006, Cfrancis@nshopp.org,N69,DFTA-Funded,NORC,Cfrancis@nshopp.org,Chrispin Francis,,17,Salamanca,"953%20SOUTHERN%20BLVD%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20,%20Bronx,%2010459",40.8214799246414,-73.89168839012204
Salamanca,YES,aliranzo@pssusa.org,FY24 SC 152,PSS Andrew Jackson,325 East 156th Street ,Bronx,10451,,17,Bronx CD1,Anabelle Liranzo,718-585-1640,aliranzo@pssusa.org ,W1903,Main Site,OAC,aliranzo@pssusa.org,Anabelle Liranzo,,17,Salamanca,"325%20East%20156th%20Street%20,%20Bronx,%2010451",40.82143850543564,-73.91799496924632
Salamanca,NO,,FY24 SC 153,PSS Davidson ,950 Union Avenue,Bronx,10459,,17,Bronx CD3,Randy Leyba,718-328-2811,rleyba@pssusa.org ,W1902,Main Site,OAC,,,,17,Salamanca,"950%20Union%20Avenue,%20Bronx,%2010459",40.822811951604685,-73.90182099688207
Salamanca,NO,,FY24 SC 154,SAGE Center Bronx at Crotona Pride House,1784 Prospect Avenue,Bronx,10457,,17,Bronx CD5,Jose Collazo,(929)458-2150,jcollazo@sageusa.org,C6901,Main Site,OAC,,,,17,Salamanca,"1784%20Prospect%20Avenue,%20Bronx,%2010457",40.84121196220088,-73.89198876193181
Salamanca,YES,msmith@sebcoidevelopment.org,FY24 SC 155,SEBCO Senior Center,887 Southern Boulevard,Bronx,10459,,17,Bronx CD2 ,Marion Smith,718-617-3465,msmith@sebcodevelopment.org,C6701,Main Site,OAC,msmith@sebcoidevelopment.org,Marion Smith,,17,Salamanca,"887%20Southern%20Boulevard,%20Bronx,%2010459",40.81891259995419,-73.89354959871828
Salamanca,YES,sarroyo@nshopp.org,FY24 SC 156,SHOPP Casa Boricua (OAC),910 E 172nd Street ,Bronx,10460,,17,Bronx CD3,Sandra Arroyo, 917-915-4016,sarroyo@nshopp.org ,W2301,Main Site,OAC,sarroyo@nshopp.org,Sandra Arroyo,FY24 SC 156,17,Salamanca,"910%20E%20172nd%20Street%20,%20Bronx,%2010460",40.83419749310715,-73.89015714771783
Salamanca,YES,scolon@nshopp.org,FY24 SC 139,SHOPP Leon OAC,735 East 152nd Street,Bronx,10455,,17,Bronx CD1,Sandra Colon,718-708-6897,scolon@nshopp.org,C8402,Main Site,OAC,scolon@nshopp.org,Sandra Colon,,17,Salamanca,"735%20East%20152nd%20Street,%20Bronx,%2010455",40.81599354779756,-73.90784265497997
Sanchez,NO,,FY24 SC 132,Bronxworks Heights SC,200 West Tremont Avenue,Bronx,10453,,14,Bronx CD5,Maria Rivera,718-299-0300,mrivera@bronxworks.org,C1104,Main Site,OAC,,,,14,Sanchez,"200%20West%20Tremont%20Avenue,%20Bronx,%2010453",40.85198354783427,-73.91680422305657
Sanchez,YES,rluongo@bronxworks.org,FY24 SC 133,Bronxworks Morris (ISC),80 East 181st Street,Bronx,10453,,14,Bronx CD5,Rosalina Luongo,718-933-5300,rluongo@bronxworks.org,C1106,Main Site,OAC,rluongo@bronxworks.org,Rosalina Luongo,,14,Sanchez,"80%20East%20181st%20Street,%20Bronx,%2010453",40.855075284280325,-73.90419894507195
Sanchez,NO,,FY24 SC 134,MMCC-CDC Older Adult Center Fort Independence,3350 Bailey Avenue,Bronx,10463,,14,Bronx CD8,Maya Doyle,718-796-2950,mdoyle@mmcc.org,C2001,Main Site,OAC,,,,14,Sanchez,"3350%20Bailey%20Avenue,%20Bronx,%2010463",40.88009302279556,-73.90074194940367
Schulman,YES,isarkisova@qchnyc.org,FY24 SC 224,FOREST HILLS COMMUNITY HOUSE NORC,108-03 62ND DRIVE,Queens ,11375,,29,406,Toolarie Iqbal,718-760-5231,tiqbal@qchnyc.org,N59,DFTA-Funded,NORC,isarkisova@qchnyc.org,Irina Sarkisova,,29,Schulman,"108-03%2062ND%20DRIVE,%20Queens%20,%2011375",40.735716086526466,-73.85083289424875
Schulman,YES,Shsmith@qchnyc.org,FY24 SC 225,QCH Forest Hills OAC,75-20 108th Street ,Queens,11375,,29,Queens CD6,Toolarie Iqbal,718-699-1010,tiqbal@qchnyc.org; ShSmith@qchnyc.org,C5601,Main Site,OAC,Shsmith@qchnyc.org,Sheryl Smith,,29,Schulman,"75-20%20108th%20Street%20,%20Queens,%2011375",NA,NA
Schulman,YES,kjaramillo@qchnyc.org,FY24 SC 226,QCH Kew Gardens Community Center OAC,80-02 Kew Gardens Road,Queens,11415,,29,Queens CD9,Karen Jaramillo ,718-268-0895,kjaramillo@qchnyc.org,C5602,Main Site,OAC,kjaramillo@qchnyc.org,Karen Jaramillo ,,29,Schulman,"80-02%20Kew%20Gardens%20Road,%20Queens,%2011415",40.71368594545455,-73.83050513209646
Schulman,YES,etsibulevskiy@qchnyc.org,FY24 SC 199,QCH Rego Park OAC,97-30 Queens Blvd,Queens,11374,,29,Queens CD6,Elana Tsibulevskiy   ,718-896-8511,etsibulevskiy@qchnyc.org ,C5605,Main Site,OAC,etsibulevskiy@qchnyc.org,Elana Tsibulevskiy,,29,Schulman,"97-30%20Queens%20Blvd,%20Queens,%2011374",40.72899108641,-73.85928351251336
Schulman,YES,bmcfarlane@selfhelp.net,FY24 SC 228,Selfhelp Austin St,106-06 Queens Boulevard ,Queens,11375,,29,Queens CD6,Barry McFarlane,718-520-8197,bmcfarlane@selfhelp.net,W2101,Main Site,OAC,bmcfarlane@selfhelp.net,Barrington McFarlane,,29,Schulman,"106-06%20Queens%20Boulevard%20,%20Queens,%2011375",40.72211945128861,-73.84733504063037
Schulman,YES,fhseniorleague@gmail.com,FY24 SC 200,Young Israel Programs Forest Hills,68-07 Burns Street,Queens,11375,,29,Queens CD6,Hindy Chanales,718 520-2305,fhseniorleague@gmail.com,C9401,Main Site,OAC,fhseniorleague@gmail.com,Hindy Chanales,,29,Schulman,"68-07%20Burns%20Street,%20Queens,%2011375",40.721356564977924,-73.85165510093705
Stevens,NO,,FY24 SC 140,Arturo Schomburg,1315 Franklin Avenue,Bronx,10456,,16,Bronx CD3,Meghan Agblevor,718-842-6880,JCorrea@iprhe.org,W1606,Main Site,OAC,,,,16,Stevens,"1315%20Franklin%20Avenue,%20Bronx,%2010456",40.83206149260787,-73.90164112196123
Stevens,NO,,FY24 SC 068,Bronxworks Carolyn McLaughlin Community Center -Concourse OAC,1130 Grand Concourse,Bronx,10456,,16,Bronx CD4,Maria Rivera,718-508-3040,mrivera@bronxworks.org,C1101,Main Site,OAC,,,,16,Stevens,"1130%20Grand%20Concourse,%20Bronx,%2010456",40.832330661900855,-73.9195896081384
Stevens,YES,rluongo@bronxworks.org,FY24 SC 142,Bronxworks NORC,30 Richman Plaza,Bronx,10453,,16,205,Royalle Hodge,718-933-5300,Rhodge@Bronxworks.org,10R01,Discretionary,NORC,rluongo@bronxworks.org,Rosalina luongo,,16,Stevens,"30%20Richman%20Plaza,%20Bronx,%2010453",40.85200124627584,-73.92251180442457
Stevens,NO,,FY24 SC 143,Hope of Israel Senior Citizens Center,1068 Gerard Avenue,Bronx,10452,,16,Bronx CD4,Jacqueline Henderson,718-665-8400,hoi@mindspring.com,C4301,Main Site,OAC,,,,16,Stevens,"1068%20Gerard%20Avenue,%20Bronx,%2010452",40.83212935259322,-73.92221333621825
Stevens,YES,rbland@midbronx.org,FY24 SC 144,MBSCC Concourse Plaza Wellness Center for Older Adults,900 Grand Concourse,Bronx,10451,,16,Bronx CD4,Rosemary Bland,718-588-8200,rbland@midbronx.org,C5001,Main Site,OAC,rbland@midbronx.org,Rosemary Bland,,16,Stevens,"900%20Grand%20Concourse,%20Bronx,%2010451",40.82740025432312,-73.92228029181018
Stevens,YES,cchasi@pssusa.org,FY24 SC 145,PSS Highbridge,1181 Nelson Avenue ,Bronx,10452,,16,Bronx CD4,Carlos Chasi,718-588-3004,cchasi@pssusa.org,W1908,Main Site,OAC,cchasi@pssusa.org,Carlos Chasi,,16,Stevens,"1181%20Nelson%20Avenue%20,%20Bronx,%2010452",40.83723133069383,-73.92570561878384
Stevens,YES,EHERNANDEZ@PSSUSA.ORG,FY24 SC 146,PSS Highbridge Gardens,1145 University Avenue ,Bronx,10452,,16,Bronx CD4,Elizabeth Hernandez,347-918-9185,ehernandez@pssusa.org,W1909,Main Site,OAC,EHERNANDEZ@PSSUSA.ORG,ELIZABETH HERNANDEZ,,16,Stevens,"1145%20University%20Avenue%20,%20Bronx,%2010452",40.83707651326707,-73.92828249089222
Stevens,YES,vcordero@pssusa.org,FY24 SC 147,PSS Morrisania Air Rights,3135 Park Ave East ,Bronx,10451,,16,Bronx CD4,Veronica Cordero,718-992-2528,vcordero@pssusa.org,W1904,Main Site,OAC,vcordero@pssusa.org,Veronica Cordero ,,16,Stevens,"3135%20Park%20Ave%20East%20,%20Bronx,%2010451",40.824149693038336,-73.91716420932778
Stevens,YES,mrwhodson@gmail.com,FY24 SC 148,William Hodson Community Center Inc,1320 Webster Avenue,Bronx,10456,,16,Bronx CD3,Kaitlin Ortiz,718-538-1515,whodson@verizon.net,C9201,Main Site,OAC,mrwhodson@gmail.com,Mercedes Russell,,16,Stevens,"1320%20Webster%20Avenue,%20Bronx,%2010456",40.83418883378963,-73.9085401972913
Stevens,YES,rluongo@bronxworks.org,FY24 SC 149,Woodstock NORC  ,890 Trinity Avenue,Bronx,10456,,16,203,Lissette Collado,(646) 740-1285,Lcollado@bronxworks.org,10R02,Discretionary,NORC,rluongo@bronxworks.org,Rosalina Luongo,,16,Stevens,"890%20Trinity%20Avenue,%20Bronx,%2010456",40.82206361832892,-73.9062914679306
Ung,YES,pcheng2@cpc-nyc.org,FY24 SC 005,CPC Nan Shan Neighborhood Senior Center,133-14 41st Avenue,Queens,11355,,20,Queens CD7,Peter Cheng,718-358-3030,PCheng2@cpc-nyc.org,C2102,Main Site,OAC,pcheng2@cpc-nyc.org,Peter Cheng,,20,Ung,"133-14%2041st%20Avenue,%20Queens,%2011355",40.75697872490078,-73.8321780850372
Ung,NO,,FY24 SC 172,RAICES Bland Social Club,40-15 College Point Boulevard,Queens,11354,,20,Queens CD7,Ariadna Munoz,917 933 8884,amunoz@raices.us,C7204,Main Site,OAC,,,,20,Ung,"40-15%20College%20Point%20Boulevard,%20Queens,%2011354",40.75780224598482,-73.83413962613383
Ung,YES,whu@selfhelp.net,FY24 SC 173,Selfhelp Benjamin Rosenthal,45-25 Kissena Boulevard,Queens,11355,,20,Queens CD7,Winnie Hu,718-886-5777,whu@selfhelp.net,W2102,Main Site,OAC,whu@selfhelp.net,Winnie Hu,,20,Ung,"45-25%20Kissena%20Boulevard,%20Queens,%2011355",40.751765041774895,-73.82033118614775
Ung,YES,hyang@selfhelp.net,FY24 SC 174,Selfhelp Latimer,34-30 137th Street,Queens,11354,,20,Queens CD7,"Helen Yang, MSW",718-961-3660,hyang@selfhelp.net; intake@selfhelp.net,W2104,Main Site,OAC,hyang@selfhelp.net,Helen Yang,,20,Ung,"34-30%20137th%20Street,%20Queens,%2011354",40.76604408362004,-73.82993507053175
Ung,YES,cdaly@ywcaqueens.org,FY24 SC 175,Young Women's Christian Association of Queens NORC,42-07 Parsons Blvd,Queens ,11355,,20,407,Carol Daly,718-353-4553,cdaly@ywcaqueens.org,4AD,Discretionary,NORC,cdaly@ywcaqueens.org,Carol Daly,,20,Ung,"42-07%20Parsons%20Blvd,%20Queens%20,%2011355",40.75785642675968,-73.81907666540258
Velazquez,NO,,FY24 SC 124,Bronx House Weinberg Neighborhood Senior Center,990 Pelham Parkway South,Bronx,10461,,13,Bronx CD11,Janice Cooper,718-792-1800,janice@bronxhouse.org,C1001,Main Site,OAC,,,,13,Velazquez,"990%20Pelham%20Parkway%20South,%20Bronx,%2010461",40.85680362381491,-73.86035424677017
Velazquez,NO,,FY24 SC 126,JASA Sue Ginsburg ,975 Waring Avenue,Bronx,10469,,13,Bronx CD11,Victor Morell,718 881-1758,vmorell@jasa.org,C8303,Affiliated,OAC,,,,13,Velazquez,"975%20Waring%20Avenue,%20Bronx,%2010469",40.86121361403237,-73.85973763333538
Velazquez,YES,bmookram@jasa.org,FY24 SC 347,JASA Throggs Neck Older Adult Center,2705 Schley Avenue,Bronx,10465,,13,Bronx CD10   ,Bethanie Mookram, ,bmookram@jasa.org,C8309,Main Site,OAC,bmookram@jasa.org,Bethanie Mookram,,13,Velazquez,"2705%20Schley%20Avenue,%20Bronx,%2010465",40.82166185774684,-73.82706146415687
Velazquez,YES,2968seniiors@gmail.com,FY24 SC 127,Northeast Bronx ,2968 Bruckner Boulevard,Bronx,10465,,13,Bronx CD10   ,Silvia Ponce,718-892-6090,2968seniors@gmail.com,C5201,Main Site,OAC,2968seniiors@gmail.com,Silvia Ponce,,13,Velazquez,"2968%20Bruckner%20Boulevard,%20Bronx,%2010465",40.83388838556962,-73.8262635757162
Velazquez,YES,annette@bronxhouse.org,FY24 SC 128,PELHAM PARKWAY HOUSES NORC,2435 WILLIAMSBRIDGE RD,Bronx,10469,,13,211,Annette DuBose,718-652-6363,annette@bronxhouse.org,N50,DFTA-Funded- NYCHA,NORC,annette@bronxhouse.org,Annette DuBose,FY24 SC 128,13,Velazquez,"2435%20WILLIAMSBRIDGE%20RD,%20Bronx,%2010469",40.86208393028748,-73.85769679886982
Velazquez,NO,,FY24 SC 129,PSS City Island,116 City Island Avenue,Bronx,10464,,13,Bronx CD10,Susan Rosendahl-Masella,718 885-0727,pattis@pssusa.org,W1910,Main Site,OAC,,,,13,Velazquez,"116%20City%20Island%20Avenue,%20Bronx,%2010464",40.84109631905415,-73.78418735365948
Velazquez,YES,iris.bonhomme@raininc.org,FY24 SC 130,RAIN Boston Road OAC,2424 Boston Road,Bronx,10467,,13,Bronx CD11,Iris Bonhomme,718-547-8827 Ext 331,iris.bonhomme@raininc.org,C5802,Main Site,OAC,iris.bonhomme@raininc.org,Iris Bonhomme,,13,Velazquez,"2424%20Boston%20Road,%20Bronx,%2010467",40.8617322856936,-73.86661631613705
Velazquez,YES,rosalind.torres@raininc.org,FY24 SC 123,RAIN Middletown OAC,3035 Middletown Road,Bronx,10461,,13,Bronx CD10   ,Rosalind Torres,718-822-0486,rosalind.torres@raininc.org,C5807,Main Site,OAC,rosalind.torres@raininc.org,Rosalind Torres,,13,Velazquez,"3035%20Middletown%20Road,%20Bronx,%2010461",40.84435503917198,-73.82880599645016
Vernikov,YES,ABella@Jasa.Org,FY24 SC 358,JASA Senior Alliance Older Adult Center,161 Corbin Place,Brooklyn,11235,,48,Brooklyn CD15 ,Anna Bella,718-646-4100,ABella@Jasa.Org,C8307,Main Site,OAC,ABella@Jasa.Org,Anna Bella,,48,Vernikov,"161%20Corbin%20Place,%20Brooklyn,%2011235",40.57802535619557,-73.95412690828229
Vernikov,YES,egottlieb@jasa.org,FY24 SC 359,JASA TRUMPS UNITED NORC,458 NEPTUNE AVENUE,Brooklyn,11224,,48,313,Evelyn Gottlieb,718-372-8815,egottlieb@jasa.org,N68-05,DFTA-Funded,NORC,egottlieb@jasa.org,Evelyn Gottlieb,,48,Vernikov,"458%20NEPTUNE%20AVENUE,%20Brooklyn,%2011224",40.57978200474789,-73.97086551945256
Vernikov,YES,r.lutsker@yahoo.com,FY24 SC 354,JCCGCI Jay-Harama Older Adult Center,2600 Ocean Avenue,Brooklyn,11229,,48,Brooklyn CD15 ,Rachael Lutsker,718-891-1110,r.lutsker@jccgci.org,C4703,Main Site,OAC,r.lutsker@yahoo.com,Rachel Lutsker,,48,Vernikov,"2600%20Ocean%20Avenue,%20Brooklyn,%2011229",40.59815725886995,-73.95118550338039
Vernikov,YES,foxs@shorefronty.org,FY24 SC 361,SHOREFRONT YM-YW OF BRIGHTON (Bright on the Ocean NNORC),3300 CONEY ISLAND AVE,Brooklyn,11235,,48,313,Anneta Rozenberg,347-689-1817,rozenberga@shorefronty.org ,2N8,Discretionary,NORC,foxs@shorefronty.org,Susan Fox,FY24 SC 361,48,Vernikov,"3300%20CONEY%20ISLAND%20AVE,%20Brooklyn,%2011235",40.575565272910495,-73.95945980335856
Vernikov,YES,yissofmidwood@gmail.com,FY24 SC 229,Young Israel Programs Midwood,1694 Ocean Avenue,Brooklyn,11230,,48,Brooklyn CD14   ,Galina Terushkin,718 253-7800,yissofmidwood@gmail.com,C9402,Main Site,OAC,yissofmidwood@gmail.com,Galina Terushkin,,48,Vernikov,"1694%20Ocean%20Avenue,%20Brooklyn,%2011230",40.62044671066959,-73.95540533583183
Williams,YES,Aking@allencnp.org,FY24 SC 213,Allen AME Community Senior Citizens Center,166-01 Linden Boulevard,Queens,11434,,27,Queens CD12,Angela King, 718-658-0980,aking@allencnp.org,C0204,Main Site,OAC,Aking@allencnp.org,Angella King,,27,Williams,"166-01%20Linden%20Boulevard,%20Queens,%2011434",40.69005357235067,-73.78314732038822
Williams,YES,cellington@allencnp.org,FY24 SC 214,Allen AME Theodora Jackson Center,92-47 165th Street,Queens,11433,,27,Queens CD12,Cynthia Ellington,929-357-9552,cellington@allencnp.org,C0201,Main Site,OAC,cellington@allencnp.org,Cynthia Ellington,,27,Williams,"92-47%20165th%20Street,%20Queens,%2011433",40.70439310509259,-73.79405782964436
Williams,YES,dhorton@allencnp.org,FY24 SC 113,Allen International Towers Affiliate,90-20 170th Street,Queens,11432,,27,Queens CD12,Dion Horton,718-657-5075,dhorton@allencnp.org,C0202,Affiliated,OAC,dhorton@allencnp.org,Dion Horton,,27,Williams,"90-20%20170th%20Street,%20Queens,%2011432",40.70857809429495,-73.79057864403572
Williams,YES,director.seniorcenter@zzlalphas.org,FY24 SC 215,Alpha Phi Alpha Senior Citizens Center Inc,220-01 Linden Boulevard,Queens,11411,,27,Queens CD13,Melissa Marcus,718-528-8238 x102,director.seniorcenter@zzlalphas.org,C0301,Main Site,OAC,director.seniorcenter@zzlalphas.org,Melissa Y. Marcus,,27,Williams,"220-01%20Linden%20Boulevard,%20Queens,%2011411",40.69510516274469,-73.74000433664601
Williams,YES,Verna.AdemuJohn@ccbq.org,FY24 SC 262,CCNS Best Life OAC,118-35 Farmers Boulevard,Queens,11412,,27,Queens CD12,Samira Alieva,718-722-6095,samira.alieva@ccbq.org,C1712,Main Site,OAC,Verna.AdemuJohn@ccbq.org,Verna DuBerry AdemuJohn,,27,Williams,"118-35%20Farmers%20Boulevard,%20Queens,%2011412",40.68939164051541,-73.76208746735215
